Timestamp,DeviceName,AccountName,ActionType,FileName,FolderPath,SHA256,ProcessCommandLine
20 Jun 2025 11:01:15 AM,j-win10-threat-,uyowfonkmiv,ProcessCreated,tor-browser-windows-x86_64-portable-14.5.3.exe,C:\Users\uyowfonkmiv\Downloads\tor-browser-windows-x86_64-portable-14.5.3.exe,3b7e78a4ccc935cfe71a0e4d41cc297d48a44e722b4a46f73b5562aed9c1d2ea,tor-browser-windows-x86_64-portable-14.5.3.exe  /S
